player1,player2,strat_1,strat_2,balance_code,playerwin
creilly1,ECDr,GR,GW,1.2,creilly1
Beth,walshy1066,GW,MR,1.2,walshy1066
sophie,Frp97,GK,BG,1.2,Frp97
Deanerbeck,sophie,MR,BK,1.2,Deanerbeck
l17r,Nari,AR,GH,1.2,l17r
sstein,Nari,AK,BG,1.2,sstein
sophie,basta,GK,GW,1.2,sophie
apropos0,ECDr,GR,GW,1.2,apropos0
Deanerbeck,l17r,GW,AR,1.2,Deanerbeck
apropos0,sstein,GR,AK,1.2,apropos0
probablytom,Beth,HK,AR,1.2,Beth
ECDr,Luca1802,GW,BG,1.2,ECDr
creilly1,apropos0,GR,BG,1.2,apropos0
Nari,probablytom,AB,HK,1.2,Nari
Nari,sstein,BG,AK,1.2,Nari
Beth,Frp97,AW,BG,1.2,Beth
Luca1802,creilly1,MW,GR,1.2,creilly1
sstein,walshy1066,AK,GR,1.2,sstein
apropos0,ECDr,GR,GW,1.2,ECDr
Nari,apropos0,BG,GR,1.2,apropos0
apropos0,creilly1,GR,GR,1.2,apropos0
georgedo,Frp97,BK,BG,1.2,georgedo
cptKav,creilly1,RW,GR,1.2,creilly1
Luca1802,Ellen,MR,BK,1.2,Ellen
l17r,probablytom,AR,AR,1.2,probablytom
l17r,Frp97,AR,BG,1.2,Frp97
basta,walshy1066,HK,BG,1.2,basta
Luca1802,ECDr,AR,GW,1.2,Luca1802
georgedo,ECDr,GK,GW,1.2,georgedo
sophie,elennon,BK,KW,1.2,sophie
Finlad,Jhannah,AR,AK,1.2,Finlad
l17r,Ellen,AR,BG,1.2,Ellen
BetterThanU,Fudgewolf,AK,KR,1.2,BetterThanU
Finlad,Fudgewolf,AR,AR,1.2,Finlad
BetterThanU,Finlad,AK,HR,1.2,Finlad
aaaa,BetterThanU,KR,AH,1.2,BetterThanU
Jhannah,Fudgewolf,HR,AR,1.2,Fudgewolf
BetterThanU,Jhannah,AK,AR,1.2,BetterThanU
SGUNNER07,BetterThanU,HR,AR,1.2,BetterThanU
SGUNNER07,Master4444,AH,HK,1.2,SGUNNER07
Finlad,BetterThanU,AR,AR,1.2,Finlad
Finlad,Master4444,AR,AK,1.2,Master4444
Master4444,aaaa,KR,KR,1.2,Master4444
Finlad,Jhannah,AR,AW,1.2,Finlad
timri,Ellen,BG,GK,1.2,Ellen
BetterThanU,SGUNNER07,KW,HK,1.2,SGUNNER07
SGUNNER07,Finlad,HR,HK,1.2,Finlad
apropos0,cptKav,BG,MW,1.2,apropos0
Finlad,BetterThanU,AH,AK,1.2,Finlad
aaaa,Morntato,AH,AH,1.2,aaaa
Morntato,musicalSpear,HK,AK,1.2,Morntato
cptKav,Master4444,AB,AR,1.2,Master4444
Morntato,aaaa,AH,HR,1.2,Morntato
Ellen,Morntato,KR,AK,1.2,Morntato
Ellen,simtsui,KR,HK,1.2,Ellen
simtsui,aaaa,KR,HR,1.2,aaaa
Master4444,sstein,AH,AK,1.2,sstein
stru,Morntato,KR,AH,1.2,Morntato
ECDr,timri,GW,BG,1.2,timri
sstein,ECDr,AK,GW,1.2,sstein
stru,Hide_on_bush,AR,AK,1.2,stru
stru,Morntato,AH,AH,1.2,stru
georgedo,creilly1,GK,GR,1.2,georgedo
Frp97,Ellen,BG,BG,1.2,Ellen
Hide_on_bush,7Name1eSs,AR,AH,1.2,7Name1eSs
Hide_on_bush,Melonchi,KR,AK,1.2,Hide_on_bush
Hide_on_bush,Master4444,AK,AR,1.2,Master4444
timri,Master4444,BG,HW,1.2,timri
timri,Master4444,BG,KR,1.2,timri
dalinar,Apollogize,AK,AW,1.2,dalinar
basta,apropos0,GW,GR,1.2,basta
Hide_on_bush,timri,HK,BG,1.2,timri
Master4444,Hide_on_bush,AR,HR,1.2,Hide_on_bush
Hide_on_bush,JustJoe242,KR,KR,1.2,Hide_on_bush
Master4444,bingoboy,AB,HR,1.2,bingoboy
Morntato,cptKav,AH,AB,1.2,cptKav
Nari,georgedo,BG,GK,1.2,georgedo
cptKav,timri,KR,BG,1.2,cptKav
apropos0,timri,GR,BG,1.2,apropos0
Deanerbeck,Significance,GW,AK,1.2,Significance
sophie,DavetheRave,GK,AB,1.2,DavetheRave
apropos0,Nari,GR,BG,1.2,Nari
apropos0,creilly1,GR,GR,1.2,creilly1
Andy,Master4444,KR,AR,1.2,Master4444
Frp97,walshy1066,BG,GR,1.2,walshy1066
creilly1,georgedo,GR,GK,1.2,creilly1
ECDr,georgedo,GW,GK,1.2,georgedo
Andy,Jhannah,AR,AB,1.2,Andy
Finlad,Jhannah,AR,AB,1.2,Finlad
Master4444,alcam456,KM,AH,1.2,Master4444
ECDr,Jhannah,GW,MW,1.2,Jhannah
Nari,Master4444,BG,AM,1.2,Master4444
Nari,cptKav,BG,KR,1.2,cptKav
Jhannah,AethelredVS,MW,AH,1.2,Jhannah
l17r,basta,AR,HK,1.2,l17r
Significance,Ellen,HR,BG,1.2,Ellen
Finlad,Fudgewolf,AR,AR,1.2,Fudgewolf
Master4444,Finlad,AR,RW,1.2,Finlad
Andy,Fudgewolf,AH,AR,1.2,Andy
Fudgewolf,Andy,AH,KR,1.2,Fudgewolf
Finlad,Jhannah,HW,MW,1.2,Jhannah
Jhannah,Andy,MW,AW,1.2,Jhannah
Jhannah,Andy,MW,AB,1.2,Andy
Andy,Jhannah,BM,GW,1.2,Andy
Fudgecakes,Andy,AR,HK,1.2,Andy
Fudgecakes,Andy,AR,BG,1.2,Andy
sstein,Deanerbeck,AK,GW,1.2,sstein
georgedo,Deanerbeck,GK,GW,1.2,georgedo
Finlad,Jhannah,AR,MW,1.2,Jhannah
Finlad,Jhannah,BW,MW,1.2,Jhannah
Finlad,Morntato,RW,AH,1.2,Finlad
Finlad,Andy,RW,RW,1.2,Andy
Andy,Fudgecakes,BG,KR,1.2,Fudgecakes
Deanerbeck,Andy,GW,RW,1.2,Deanerbeck
Deanerbeck,Andy,MR,AB,1.2,Andy
Finlad,Jhannah,MW,MW,1.2,Finlad
Andy,Deanerbeck,AG,KW,1.2,Andy
Fudgecakes,Jhannah,KR,MW,1.2,Jhannah
Finlad,Andy,MW,BR,1.2,Finlad
Andy,Jhannah,BM,MW,1.2,Andy
Andy,Jhannah,BG,MW,1.2,Jhannah
Jhannah,Andy,BW,BW,1.2,Andy
Andy,Jhannah,MW,MW,1.2,Jhannah
Andy,Jhannah,BH,MW,1.2,Andy
Finlad,aaaa,AH,AK,1.2,Finlad
Jhannah,Andy,MW,BH,1.2,Andy
Frp97,cptKav,BG,AM,1.2,Frp97
Andy,Jhannah,BH,HR,1.2,Andy
sstein,aaaa,AK,HW,1.2,sstein
Jhannah,BetterThanU,AB,AW,1.2,Jhannah
Jhannah,sstein,MW,AK,1.2,sstein
Jhannah,aaaa,MW,HR,1.2,Jhannah
sstein,Jhannah,AK,MW,1.2,Jhannah
sstein,aaaa,AK,HR,1.2,sstein
aaaa,Andy,AH,BH,1.2,aaaa
sstein,aaaa,AK,BW,1.2,sstein
Jhannah,aaaa,MW,BW,1.2,Jhannah
ECDr,Morntato,GW,HK,1.2,Morntato
Fudgecakes,CannyCaracal,AH,KR,1.2,CannyCaracal
Jhannah,CannyCaracal,MW,AK,1.2,Jhannah
sstein,aaaa,AK,MW,1.2,aaaa
Finlad,Fudgecakes,MW,HW,1.2,Fudgecakes
sstein,BetterThanU,AK,BW,1.2,BetterThanU
BetterThanU,sstein,MW,AK,1.2,sstein
Jhannah,sstein,MW,AK,1.2,Jhannah
Jhannah,CannyCaracal,MW,AK,1.2,Jhannah
CannyCaracal,BetterThanU,HR,KW,1.2,BetterThanU
sstein,CannyCaracal,AK,AH,1.2,CannyCaracal
CannyCaracal,aaaa,AH,GM,1.2,CannyCaracal
Jhannah,CannyCaracal,MW,RW,1.2,Jhannah
sstein,aaaa,AK,MR,1.2,aaaa
CannyCaracal,sstein,RW,AK,1.2,sstein
BetterThanU,Andy,MW,BH,1.2,Andy
Andy,Deanerbeck,BH,GW,1.2,Deanerbeck
BetterThanU,Jhannah,MW,MW,1.2,BetterThanU
Andy,cptKav,BH,AM,1.2,Andy
aaaa,BetterThanU,MR,MW,1.2,aaaa
Andy,Deanerbeck,BH,GW,1.2,Deanerbeck
Jhannah,sstein,MW,AK,1.2,sstein
sstein,aaaa,AK,GH,1.2,aaaa
BetterThanU,Martin,MR,HR,1.2,BetterThanU
BetterThanU,sstein,MR,AK,1.2,sstein
Jhannah,ECDr,MW,GW,1.2,Jhannah
Martin,BetterThanU,HK,MR,1.2,Martin
BetterThanU,CannyCaracal,MR,AR,1.2,BetterThanU
Jhannah,BetterThanU,MR,MR,1.2,BetterThanU
BetterThanU,Jhannah,MR,MR,1.2,Jhannah
Martin,Jhannah,HR,MR,1.2,Jhannah
Martin,aaaa,AH,BM,1.2,Martin
Jhannah,Martin,MR,HW,1.2,Jhannah
Martin,Jhannah,AH,MR,1.2,Jhannah
sstein,aaaa,AK,BR,1.2,sstein
Jhannah,Martin,MR,AB,1.2,Jhannah
Morntato,sstein,AR,AK,1.2,Morntato
sstein,Morntato,AK,KW,1.2,sstein
sstein,Morntato,AK,BH,1.2,sstein
aaaa,Morntato,AH,AR,1.2,aaaa
Martin,Morntato,MR,AR,1.2,Morntato
Martin,aaaa,AB,GH,1.2,aaaa
Martin,sstein,HR,AK,1.2,sstein
Martin,sstein,AK,AK,1.2,Martin
sstein,aaaa,AK,GH,1.2,sstein
Martin,sstein,MR,AK,1.2,sstein
Martin,sstein,AK,AK,1.2,Martin
Martin,sstein,AK,AK,1.2,sstein
Martin,sstein,AR,AK,1.2,sstein
Martin,sstein,AB,AK,1.2,Martin
Martin,sstein,BW,AK,1.2,Martin
Martin,sstein,AB,AK,1.2,sstein
Andy,Jhannah,BH,MW,1.2,Jhannah
Martin,sstein,AB,AK,1.2,Martin
Martin,sstein,AB,AK,1.2,Martin
Martin,sstein,AB,AK,1.2,sstein
CannyCaracal,Andy,BK,BH,1.2,Andy
Martin,sstein,AB,AK,1.2,sstein
sstein,Nari,AK,BG,1.2,Nari
Hide_on_bush,7Name1eSs,RW,AH,1.2,7Name1eSs
sophie,Ellen,GK,GR,1.2,sophie
Hide_on_bush,ECDr,KR,GW,1.2,Hide_on_bush
Jhannah,basta,MW,GW,1.2,basta
Deanerbeck,DavetheRave,GW,HK,1.2,Deanerbeck
DavetheRave,apropos0,KW,GR,1.2,apropos0
sophie,l17r,GK,AR,1.2,sophie
Martin,ECDr,HR,GW,1.2,ECDr
ECDr,georgedo,GW,GK,1.2,ECDr
BetterThanU,Martin,HW,HR,1.2,Martin
creilly1,apropos0,GR,GR,1.2,creilly1
adamski5298,Martin,AK,MR,1.2,Martin
alcam456,georgedo,AR,GK,1.2,alcam456
l17r,Frp97,AR,BG,1.2,l17r
alcam456,musicalSpear,AH,AR,1.2,alcam456
sstein,musicalSpear,AK,AR,1.2,sstein
musicalSpear,sstein,AR,AK,1.2,musicalSpear
sstein,Martin,AK,AB,1.2,sstein
Significance,cptKav,AK,AB,1.2,cptKav
musicalSpear,Martin,AR,AB,1.2,musicalSpear
musicalSpear,sstein,AR,AK,1.2,musicalSpear
alcam456,creilly1,AR,GR,1.2,alcam456
bobabell,alcam456,AH,AK,1.2,alcam456
Finlad,Deanerbeck,GM,GW,1.2,Finlad
Significance,Nari,AK,BG,1.2,Nari
Frp97,Deanerbeck,BG,GW,1.2,Frp97
Beth,Ellen,AK,GR,1.2,Beth
tickler,AMrza99,AR,KR,1.2,AMrza99
Beth,tickler,KR,KR,1.2,tickler
Significance,bobabell,RW,AH,1.2,bobabell
musicalSpear,alcam456,KR,AH,1.2,alcam456
Significance,Martin,RW,AR,1.2,Martin
alcam456,Significance,KW,RW,1.2,Significance
georgedo,alcam456,GK,AR,1.2,alcam456
Martin,adamski5298,AB,AH,1.2,adamski5298
Beth,Frp97,KR,BG,1.2,Frp97
Martin,adamski5298,BH,KR,1.2,Martin
BetterThanU,Finlad,HW,GM,1.2,Finlad
Significance,Martin,BK,AB,1.2,Martin
tickler,adamski5298,KR,HR,1.2,adamski5298
adamski5298,Martin,AK,AB,1.2,Martin
Ellen,bobabell,AR,AH,1.2,Ellen
Martin,Jhannah,AB,MW,1.2,Martin
Jhannah,cptKav,MW,HK,1.2,cptKav
tickler,Jhannah,AK,MW,1.2,Jhannah
tickler,aaaa,HK,MR,1.2,tickler
aaaa,Jhannah,MW,MR,1.2,Jhannah
aaaa,Jhannah,BK,MR,1.2,aaaa
Chrispie111,sophc9797,AR,HK,1.2,Chrispie111
cptKav,georgedo,AR,GK,1.2,georgedo
Nari,Significance,BG,RW,1.2,Significance
basta,walshy1066,AW,MR,1.2,basta
georgedo,bobabell,AR,AK,1.2,georgedo
musicalSpear,Significance,KR,RW,1.2,Significance
musicalSpear,Jhannah,AK,MR,1.2,musicalSpear
bobabell,Jhannah,KR,MR,1.2,Jhannah
musicalSpear,bobabell,AK,AW,1.2,musicalSpear
Ellen,georgedo,BG,AR,1.2,georgedo
ECDr,tickler,GW,AK,1.2,ECDr
Ellen,Jhannah,BG,MR,1.2,Ellen
Significance,cptKav,BM,GK,1.2,Significance
Ellen,Deanerbeck,BG,GW,1.2,Ellen
probablytom,kubajj,AK,BG,1.2,probablytom
Morntato,creilly1,KR,GR,1.2,creilly1
Jhannah,Frp97,MW,BG,1.2,Frp97
l17r,cptKav,AR,AB,1.2,cptKav
Significance,alcam456,BK,RW,1.2,Significance
Jhannah,Ellen,MR,BG,1.2,Jhannah
tickler,rowan,RW,AR,1.2,tickler
Martin,tickler,AB,HR,1.2,tickler
Nari,l17r,BG,AR,1.2,l17r
Chrispie111,sophc9797,AR,AK,1.2,sophc9797
dalinar,Nari,AM,GH,1.2,dalinar
Chrispie111,sophc9797,AR,AK,1.2,Chrispie111
musicalSpear,Morntato,HR,HK,1.2,Morntato
Significance,Michael,GM,KR,1.2,Michael
cptKav,Significance,RW,MW,1.2,cptKav
Martin,Frp97,AB,BG,1.2,Frp97
rowan,musicalSpear,AK,AR,1.2,rowan
musicalSpear,AMrza99,HR,AK,1.2,musicalSpear
creilly1,georgedo,GR,GK,1.2,creilly1
basta,Ellen,GK,BG,1.2,Ellen
apropos0,bobabell,GR,AR,1.2,apropos0
ECDr,bobabell,GW,HK,1.2,ECDr
Chrispie111,Frp97,AH,BG,1.2,Frp97
AMrza99,chins,AH,AK,1.2,chins
sstein,Chrispie111,AK,AR,1.2,sstein
tickler,adamski5298,KR,HW,1.2,adamski5298
Martin,adamski5298,AB,KW,1.2,adamski5298
aaaa,jaymoney,MW,AH,1.2,jaymoney
Ellen,cptKav,BG,MR,1.2,Ellen
tickler,Ellen,RW,BH,1.2,Ellen
Martin,jaymoney,AB,AH,1.2,Martin
tickler,Ellen,BH,GR,1.2,Ellen
georgedo,Hide_on_bush,KR,AR,1.2,georgedo
Jules,tickler,KR,BH,1.2,tickler
musicalSpear,Martin,HR,AB,1.2,musicalSpear
Jhannah,Jules,GR,KR,1.2,Jhannah
DavetheRave,bobabell,GM,KR,1.2,DavetheRave
tickler,Jhannah,BH,GR,1.2,tickler
bobabell,Jhannah,AB,MR,1.2,bobabell
bobabell,Jhannah,AB,MR,1.2,bobabell
sstein,alcam456,AK,HW,1.2,sstein
Jhannah,Jules,MR,AR,1.2,Jules
Jules,tickler,HK,HR,1.2,Jules
Jules,Martin,AK,AB,1.2,Martin
Jules,Jhannah,RW,GR,1.2,Jules
Jhannah,Jules,AB,AB,1.2,Jhannah
Jhannah,Jules,GR,BH,1.2,Jhannah
Jhannah,Jules,MW,MR,1.2,Jules
BetterThanU,Martin,GW,AB,1.2,Martin
adamski5298,alcam456,AH,RW,1.2,adamski5298
Jhannah,Chrispie111,MR,AR,1.2,Jhannah
Martin,adamski5298,AR,BR,1.2,adamski5298
Deanerbeck,BetterThanU,GW,MW,1.2,Deanerbeck
DavetheRave,walshy1066,GR,MR,1.2,DavetheRave
alcam456,rowan,RW,AH,1.2,alcam456
rowan,BetterThanU,AK,MR,1.2,rowan
sophie,Chrispie111,GK,AK,1.2,sophie
Deanerbeck,aaaa,GW,MW,1.2,aaaa
adamski5298,cptKav,KW,BH,1.2,cptKav
sstein,AMrza99,AK,RW,1.2,AMrza99
Jhannah,BetterThanU,GR,GW,1.2,Jhannah
BetterThanU,Jhannah,HK,MW,1.2,Jhannah
BetterThanU,adamski5298,MR,AK,1.2,adamski5298
Ellen,adamski5298,BG,HW,1.2,Ellen
sstein,adamski5298,AK,MR,1.2,adamski5298
Fudgewolf,AMrza99,HK,HK,1.2,AMrza99
Nari,CannyCaracal,BG,MW,1.2,Nari
adamski5298,Chrispie111,AK,AR,1.2,adamski5298
Deanerbeck,cptKav,GW,AR,1.2,cptKav
Chrispie111,bobabell,AR,BW,1.2,Chrispie111
Ellen,Martin,BG,GR,1.2,Ellen
adamski5298,LLilliputian,HK,HK,1.2,adamski5298
adamski5298,Ellen,AM,BG,1.2,Ellen
basta,Beth,AW,GR,1.2,basta
Chrispie111,LLilliputian,AR,KR,1.2,Chrispie111
Jhannah,BetterThanU,GW,GR,1.2,Jhannah
Martin,LLilliputian,GR,HR,1.2,LLilliputian
LLilliputian,Deanerbeck,KR,KW,1.2,Deanerbeck
LLilliputian,adamski5298,AH,GK,1.2,LLilliputian
BetterThanU,Jhannah,GW,GW,1.2,Jhannah
Martin,adamski5298,HW,GW,1.2,Martin
Martin,chins,AB,HR,1.2,Martin
Jhannah,BetterThanU,GR,GW,1.2,BetterThanU
Martin,LLilliputian,AB,AR,1.2,Martin
chins,BetterThanU,AR,GR,1.2,BetterThanU
BetterThanU,chins,MR,AK,1.2,BetterThanU
Jhannah,BetterThanU,GW,BR,1.2,Jhannah
basta,Frp97,RW,BG,1.2,basta
Luca1802,chins,GW,AW,1.2,chins
Luca1802,BetterThanU,AR,GM,1.2,BetterThanU
Martin,Luca1802,AB,AR,1.2,Luca1802
Martin,LLilliputian,AB,KW,1.2,LLilliputian
Jhannah,BetterThanU,GW,BH,1.2,BetterThanU
adamski5298,Chrispie111,AK,AR,1.2,adamski5298
BetterThanU,Finlad,MR,GM,1.2,Finlad
adamski5298,LLilliputian,GW,RW,1.2,adamski5298
Tharry0,LLilliputian,HR,RW,1.2,LLilliputian
Tharry0,Luca1802,HR,AR,1.2,Luca1802
Luca1802,BetterThanU,BG,GR,1.2,BetterThanU
chins,Martin,AB,GR,1.2,Martin
Jhannah,BetterThanU,MR,GW,1.2,BetterThanU
Tharry0,LLilliputian,HR,AW,1.2,Tharry0
Martin,LLilliputian,GR,BW,1.2,Martin
Ellen,adamski5298,BG,HM,1.2,adamski5298
Tharry0,BetterThanU,HR,GR,1.2,BetterThanU
Chrispie111,BetterThanU,AW,GW,1.2,BetterThanU
Martin,LLilliputian,GR,MR,1.2,LLilliputian
Tharry0,LLilliputian,HK,MR,1.2,LLilliputian
Martin,bobabell,GR,AB,1.2,Martin
Martin,adamski5298,MR,AM,1.2,adamski5298
Tharry0,BetterThanU,KR,GW,1.2,BetterThanU
BetterThanU,Tharry0,GR,KR,1.2,BetterThanU
LLilliputian,BetterThanU,MR,GR,1.2,BetterThanU
Martin,chins,GR,AW,1.2,Martin
Jhannah,alcam456,MW,RW,1.2,alcam456
BetterThanU,Jhannah,GW,GW,1.2,Jhannah
Martin,LLilliputian,AB,GM,1.2,Martin
Jhannah,alcam456,MW,AR,1.2,Jhannah
adamski5298,LLilliputian,GM,MR,1.2,LLilliputian
Martin,adamski5298,KR,GM,1.2,Martin
LLilliputian,BetterThanU,KW,GR,1.2,BetterThanU
Tharry0,Jhannah,KR,GR,1.2,Jhannah
Tharry0,Jhannah,KR,GR,1.2,Jhannah
Jhannah,alcam456,MW,AR,1.2,Jhannah
Martin,LLilliputian,HM,KR,1.2,Martin
LLilliputian,BetterThanU,HW,GW,1.2,BetterThanU
BetterThanU,Tharry0,BR,KR,1.2,Tharry0
Ellen,l17r,BG,AR,1.2,Ellen
adamski5298,LLilliputian,BG,AR,1.2,LLilliputian
BetterThanU,Jhannah,GW,GW,1.2,Jhannah
Martin,alcam456,BK,AR,1.2,Martin
Martin,adamski5298,HM,AH,1.2,Martin
Tharry0,LLilliputian,KR,AR,1.2,LLilliputian
Tharry0,BetterThanU,KR,BR,1.2,BetterThanU
Jhannah,BetterThanU,GW,BK,1.2,Jhannah
basta,aaaa,GK,BM,1.2,basta
Martin,LLilliputian,HM,HM,1.2,Martin
adamski5298,LLilliputian,HK,AR,1.2,LLilliputian
adamski5298,Chrispie111,BW,AR,1.2,Chrispie111
Martin,adamski5298,HM,GK,1.2,adamski5298
LLilliputian,Tharry0,RW,KR,1.2,LLilliputian
adamski5298,LLilliputian,AR,AR,1.2,adamski5298
Martin,adamski5298,MR,MR,1.2,adamski5298
Martin,LLilliputian,AK,RW,1.2,LLilliputian
chins,Frp97,AK,BG,1.2,Frp97
Ezzey,musicalSpear,AK,AR,1.2,Ezzey
Martin,LLilliputian,MW,KW,1.2,Martin
Ezzey,musicalSpear,AK,AK,1.2,Ezzey
LLilliputian,Martin,RW,AK,1.2,Martin
Anakhand,aaaa,AH,AW,1.2,aaaa
musicalSpear,Ezzey,HW,HR,1.2,musicalSpear
Martin,Anakhand,HM,AR,1.2,Martin
musicalSpear,Ezzey,AB,KW,1.2,Ezzey
Anakhand,alcam456,HR,RW,1.2,alcam456
musicalSpear,Ezzey,MR,AB,1.2,Ezzey
Tharry0,Anakhand,KR,KR,1.2,Tharry0
musicalSpear,Ezzey,HW,BM,1.2,musicalSpear
Chrispie111,Frp97,AR,BG,1.2,Frp97
alcam456,Chrispie111,BK,AB,1.2,alcam456
Nari,Anakhand,BG,AH,1.2,Nari
creilly1,Andy,GR,BH,1.2,creilly1
jaymoney,probablytom,AH,GR,1.2,jaymoney
sstein,Apollogize,AK,AW,1.2,Apollogize
chins,Significance,AR,GM,1.2,chins
Significance,creilly1,GR,GR,1.2,creilly1
Significance,chins,RW,AK,1.2,chins
probablytom,walshy1066,BK,GM,1.2,walshy1066
Ezzey,BetterThanU,AK,GR,1.2,Ezzey
BetterThanU,Ezzey,GW,AK,1.2,Ezzey
timri,apropos0,BG,GR,1.2,apropos0
Ezzey,BetterThanU,AK,BG,1.2,BetterThanU
cptKav,Deanerbeck,HK,GW,1.2,cptKav
l17r,alcam456,AR,BK,1.2,alcam456
alcam456,Ezzey,RW,AK,1.2,Ezzey
Ezzey,Significance,AK,RW,1.2,Ezzey
ECDr,georgedo,GW,AR,1.2,georgedo
dalinar,alcam456,AH,AR,1.2,alcam456
Apollogize,Deanerbeck,AW,MR,1.2,Deanerbeck
sstein,Chrispie111,AK,AR,1.2,Chrispie111
basta,Andy,RW,BH,1.2,Andy
Jhannah,Anakhand,GR,RW,1.2,Anakhand
Anakhand,Jhannah,HW,MW,1.2,Jhannah
Anakhand,Jhannah,BW,GM,1.2,Jhannah
Jhannah,LLilliputian,GM,AR,1.2,LLilliputian
Ezzey,probablytom,AK,BK,1.2,Ezzey
Anakhand,Jhannah,MW,MR,1.2,Jhannah
Jhannah,LLilliputian,MR,GW,1.2,LLilliputian
Martin,Deanerbeck,MR,BW,1.2,Martin
Frp97,probablytom,BG,AK,1.2,probablytom
LLilliputian,Anakhand,GW,MR,1.2,LLilliputian
l17r,Frp97,AR,BG,1.2,Frp97
Anakhand,Tharry0,HR,AR,1.2,Anakhand
Jhannah,Ezzey,MW,AK,1.2,Ezzey
Ellen,aaaa,BG,BM,1.2,Ellen
Chrispie111,sstein,MR,AK,1.2,sstein
georgedo,AMrza99,AR,KR,1.2,georgedo
LLilliputian,sstein,AR,AK,1.2,sstein
Deanerbeck,Ezzey,GW,AK,1.2,Ezzey
bobabell,chins,BR,AR,1.2,bobabell
sstein,CannyCaracal,AK,AR,1.2,sstein
chins,Chrispie111,AW,GR,1.2,Chrispie111
aaaa,georgedo,HK,AR,1.2,georgedo
sstein,Ezzey,AK,AK,1.2,Ezzey
Martin,LLilliputian,AK,AW,1.2,LLilliputian
BetterThanU,cptKav,GR,AW,1.2,BetterThanU
Anakhand,aaaa,AR,GH,1.2,aaaa
Martin,adamski5298,HM,AK,1.2,adamski5298
aaaa,Chrispie111,MR,GR,1.2,Chrispie111
adamski5298,Anakhand,MR,KW,1.2,Anakhand
Ezzey,Jhannah,AK,GR,1.2,Ezzey
chins,Chrispie111,AW,GR,1.2,Chrispie111
adamski5298,Martin,KW,AR,1.2,Martin
Martin,Chrispie111,MW,GR,1.2,Chrispie111
l17r,Frp97,AR,BG,1.2,l17r
Anakhand,adamski5298,BW,GK,1.2,Anakhand
Nonni,deathseeker,AB,GR,1.2,deathseeker
Ellen,Michael,KR,KR,1.2,Michael
alcam456,Ezzey,KM,AK,1.2,Ezzey
Anakhand,Significance,HR,MR,1.2,Anakhand
alcam456,Frp97,HM,BG,1.2,Frp97
Chrispie111,Nonni,GR,AB,1.2,Chrispie111
BetterThanU,creilly1,BK,GR,1.2,BetterThanU
Ellen,Tharry0,KR,AH,1.2,Tharry0
basta,apropos0,BG,GR,1.2,apropos0
aaaa,Frp97,GK,BG,1.2,aaaa
Nonni,Ellen,AB,BG,1.2,Nonni
Chrispie111,Ellen,GR,BG,1.2,Chrispie111
tickler,Michael,RW,AR,1.2,tickler
Nonni,cptKav,AB,AR,1.2,Nonni
cptKav,adamski5298,BG,GR,1.2,cptKav
LLilliputian,tickler,BW,BH,1.2,LLilliputian
timri,Ezzey,BG,AK,1.2,timri
Ezzey,adamski5298,AK,AK,1.2,Ezzey
adamski5298,LLilliputian,GH,GW,1.2,LLilliputian
Martin,adamski5298,KW,GM,1.2,Martin
DavetheRave,LLilliputian,KW,KM,1.2,DavetheRave
creilly1,Chrispie111,GR,KM,1.2,Chrispie111
creilly1,ECDr,GR,GW,1.2,ECDr
tickler,Michael,BW,HR,1.2,Michael
Nonni,creilly1,AB,GR,1.2,creilly1
Nari,Jhannah,BG,MW,1.2,Jhannah
creilly1,alcam456,GR,BW,1.2,creilly1
Nonni,alcam456,AB,AR,1.2,Nonni
chins,Vinc0310,AW,HR,1.2,Vinc0310
Ezzey,sstein,AK,AK,1.2,sstein
Ellen,Michael,BG,KR,1.2,Ellen
sstein,Ellen,AK,BG,1.2,Ellen
Ezzey,Chrispie111,AK,GR,1.2,Ezzey
aaaa,basta,MW,BK,1.2,aaaa
Ellen,Chrispie111,BG,GR,1.2,Chrispie111
sstein,sophie,AK,GK,1.2,sophie
alcam456,Nari,KM,BG,1.2,alcam456
Rilla_Treesp,alcam456,KR,AR,1.2,alcam456
alcam456,Rilla_Treesp,BK,HR,1.2,alcam456
cptKav,AMrza99,AB,HW,1.2,cptKav
Deanerbeck,AMrza99,GW,BR,1.2,AMrza99
Ellen,Michael,BR,RW,1.2,Ellen
Ezzey,Anakhand,AK,KW,1.2,Ezzey
Anakhand,Chrispie111,GW,GR,1.2,Anakhand
Ezzey,timri,AK,BG,1.2,Ezzey
Ezzey,Chrispie111,AK,AR,1.2,Ezzey
Chrispie111,Ezzey,GR,AK,1.2,Ezzey
dalinar,sophie,KW,GK,1.2,sophie
Significance,ECDr,GH,GW,1.2,Significance
Chrispie111,ECDr,GR,GW,1.2,ECDr
l17r,ECDr,AR,GW,1.2,ECDr
l17r,Ezzey,AR,AK,1.2,l17r
Baepsae,Tharry0,AK,AW,1.2,Baepsae
jaymoney,BetterThanU,AH,GR,1.2,jaymoney
Frp97,Jhannah,BG,MR,1.2,Jhannah
Martin,Frp97,KW,BG,1.2,Frp97
ECDr,jaymoney,GW,AH,1.2,ECDr
Martin,l17r,HK,AR,1.2,l17r
Ezzey,Significance,AK,GH,1.2,Significance
Significance,alcam456,HK,GH,1.2,Significance
alcam456,Ezzey,GW,AK,1.2,Ezzey
LLilliputian,adamski5298,RW,BK,1.2,adamski5298
Ezzey,adamski5298,AK,HM,1.2,Ezzey
